Text,Score
I really love this stuff - and it's healthy. Its all natural stevia sweetner with a lemon flavoring. I love it in my team in the morning and the only local supplier went out of business.,5
"Pretty good flavor, but not very soft. I guess it's the price you pay for sugar<br />free....",3
"Ghirardelli absolutely makes the best baking bars out of all the different brands within a reasonable price range.  I like to eat these bars straight without even using them to bake because they have such wonderful undertones in the deep chocolate flavor.  Hershey's and Baker's have nothing on this bar; those taste too processed and chalky.  I definitely recommend this bar if you like unsweetened chocolate for snacking, and would definitely recommend this for your baking needs, too.<br /><br />One note about the price, though - it is a pretty good deal to get this for $3.50 a bar.  However, if you can, try to wait for the 12-pack to come into stock so that you can get a better bulk price, and also free shipping, since the shipping for just one bar is kind of steep.",5
"I love the root beer, orange punch, coconut, grape and Himalayan Sea Salt...also the chipotle is a nice contrast of sweet and spice.  All natural and great tasting what a great combination.<a href=""http://www.amazon.com/gp/product/B007J6HMWW"">David's Signature Beyond Gourmet Coconut Jelly Beans</a>",5
"I adore the plain chocolate Sans Sucre but this is awesome, too.  Slightly less intense chocolate flavor, but feels denser and more creamy.  I love both!",5
"Not familiar with what ""chai"" tea is supposed to taste like but this tea tasted like stewed cloves to me  Yuck.Got this flavor in a sampler box and, so far, it's the only Stash tea I've tried and disliked strongly. Some are better than others, of course, but I find this particular flavor really, really unpleasant, which is odd given my love for most of the spices listed on label.  The problem is that the clove just overwhelms everything and that's about all I could taste, outside a touch of cinnamon. IMO, clove has much too strong a taste to be used beyond sparingly...in anything. Perhaps adding milk and sugar might've made it more palatable - might even be the way it's 'supposed' to be prepared, but one of the reasons I drink tea is to stay away from having to add sweeteners or milk to make it taste good. In any case, I can't imagine using enough milk/sweetener to subdue the overwhelming clove taste would leave any room in the mug for tea or water.",2
"This tea delivers on aroma but seriously fails in the taste department.  I'm not sure if the quality has gone down hill over time (lots of rave reviews), but I find this tea to almost be undrinkable.  I couldnt believe how bad it tasted so I had tried an endless amount of combinations on steeping time and amount used, to no avail.  The bergemont is there in smell, but all I taste is an overpowering bitter lemon.  Also, if steeped beyond 3:30, it becomes very bitter and gathers a really awful taste in my experience.  The only reason I am still drinking it is because I can't bring myself to throw away a pound of tea.  My advice would be to steep for 3 mins.  It'll be a little weak, but won't taste as undrinkable as 4 mins does (which is a typical steep time for blacks).  Or spend a little more money on something like Twinings.<br /><br />Easily a 2-star tea if it weren't for the extremely low price.",3
"The item I received did not match the picture or item name. I received a package of large, gummy stars in a SweetGourmet.com sealed bag. It did have a printed/copied label that said ""Swedish Fish Swediesh Gum Fish Aqua Life"" but the contents were not the Swedish Fish brand or the same as those pictured. Since I was looking for the Aqualife assortment, it does not meet my needs or expectations.<br /><br />It was shipped and received in a timely fashion.",1
"i tried to be a conscientious consumer but there is not any info on AMAZON of where  the country of product origin is. BTW it is a product of a South American country which means that the cattle this was derived from injested the toxic chemicals that are sprayed as pesticides , chemicals banned in the US.<br /><br />its a 6 pound bag and they are large but I will not risk my dogs life.",2
"I've had a couple other cinnamon-flavored k-cups, but I think this is the best tasting one.  I prefer either a breakfast blend or flavored coffee.  I love this with Cinnabon creamer, but is great with half & half too.  Definitely shop around, though.  You can buy the same product for much less on other sites.",5
"My initial reaction, after trying a few flavors, was 'bleh!' and a solid 2-stars. After getting used to the flavors a bit more, I decided 3-stars was more appropriate.<br /><br />I love tea samplers, trying all these different flavors, typically there are a couple I don't care for and a couple I love. No so with the Chanakara sampler: I didn't like a single flavor.<br /><br />These are caffeine-free herbal teas that have more of a purpose than just being warm and tasting good; each flavor supposedly gives you some benefit. The strength of that benefit undoubtedly varies according to the person (I didn't notice anything).<br /><br />Each tea is packaged in nice two-colored package, telling what that tea is good for. On the tea box it has all the flavors, as well as a chakra chart telling you briefly about the 7 chakras. Each tea bag has the number corresponding to that chakra. (That was pretty interesting.)<br /><br />Missing from the box and the individual tea packages was any kind of brew time. I normally ignore brew times anyway, but I thought in this case perhaps I was brewing it incorrectly... I guess not. From watered-down to a cup of hot liquid seeped for 5 minutes, no matter the level of sweetener, I did not like these teas.<br />The tag on some of the tea bags just says `Chanakara for Mind, Body & Spirit' rather than telling you the type of tea.<br /><br />Red Berry Rooibos, an herbal tea for health & prosperity (Ingredients: Organic rooibos, rosehips, hibiscus, raspberry leaf, ova urea, citric acid, and natural strawberry flavor). I had this tea when I was sick. Didn't smell very good. Tastes like preserved strawberries, but weak. More sweetener didn't give it more flavor. On the other hand (when not sick), drinking it with dried mango made a good breakfast.<br />Vanilla Honeybush, an herbal tea for gathering strength & power (Organic honeybush, orange peel, safflower, and natural honey vanilla flavor). The tea bag smelled really nice, like a dessert, but the taste is icky. Almost like watered-down liquid cheerios.<br />White Lotus, an herbal tea for meditation & wisdom (Chamomile flowers, chrysanthemum flowers, lotus flowers, lotus flavor, and linden flowers). The tea bag did not smell good, but the tea smelled and tasted mostly like Chrysanthemum tea, and a bit like chamomile. It takes some getting used to, then it's not bad.<br />Melon & Green Tea, a tea for love & harmony (Organic green tea, orange peel, jerboa mate and natural melon flavor). Didn't smell very good. If you put a lot of sweetener it doesn't taste bad... but it doesn't taste good. Very dry.<br />Dragonfruit, an herbal tea for passion and creativity (Hibiscus flowers, orange peel, ginger, chicory, damiana, peppermint and natural dragonfruit flavor). If you've ever tasted a dragonfruit, you may find this to be not far off... it's not very good. Let it sit longer and it's OK.<br />Guanabana, an herbal tea for imagination & insight (Orange peel, rosehips, hibiscus flowers, lemongrass, eyebright, bilberry, licorice powder, vegetable juice for color and natural guanabana flavor). It's palatable, but not good.<br /><br />So, sadly, I didn't like a single flavor. I've enjoyed samplers such as <a href=""http://www.amazon.com/gp/product/B000CQBZRE"">Stash Premium Green Tea Sampler</a> and <a href=""http://www.amazon.com/gp/product/B000CQID92"">Stash Premium Herbal Tea Sampler</a>, which I recommend in lieu of the Chanakara tea.",3
"I found this tea on sale/discontinued in a local grocery store and decided to try it.  This is a rooibos (red tea) based, not black tea.  So, it should appeal to herbal tea fans.  The tea has a very sweet aroma when brewed, even before adding sweetner.  And the vanilla makes it more naturally sweet. I usually use 2 bags of splenda in a cup of tea, but this only needed one.  Also, the vanilla is very mild, not overpowering as I have found with other teas.  The pomegranate flavor is subtle, with just a hint of tartness. Overall, a very nice afternoon tea.  This one would be great for kids.<br /><br />According to the can, $1 from every can sold is donated to breast cancer research.",5
If you like wasabi and mustard this stuff is pretty good. I've purchased two cases so far. I'd like to see it a little hotter but that's just me. It's a hard product to find locally so I just buy it on Amazon. It's easier and just as cheap even with shipping. I'd recommend it to anyone that likes spicy products.,4
Bought some of these in New Mexico at a co-op store and couldn't find them locally in Florida. Bought on line thru Amazon at a lower price and free shipping. The candy is wonderful and it's truly a sweet deal.,5
"I tried this once before on Amazon and my family really loves it because it is good for any pasta dish or many other recipes that call for sauce or just for dipping.  This sauce really sticks to the pasta where others just surround it and it has a fresh Italian taste in many varieties and comes in large sizes so that you will have enough in one jar and if you don't use it all, you can refrigerate the rest in the jar and use it later.",5
"I bought this thing after a recommendation from a pet store rep. My dog hardly touched the stuff, and then I looked at the ingredients: one of the first things on it was corn-a grain known to cause allergies in dogs. As a matter of fact, corn might be the most allergy-prone food amongst dogs. Not to mention, thanks to our friends at Monsanto, it is almost always Genetically modified (GMO) or a franken-food, unless it's organic. Real ""premium"" dog foods brag that they've no corn.<br /><br />Right at the top of the list of ingredients is chicken-by-products, another no-no among real ""premium"" dog foods. This means all the waste that it is usually thrown out from the chicken since it's not real meat. Cheap dog foods put this in their food simply because it's cheap, but it's not real meat. A little further down you will notice BHA, an artificial preservative, which again real ""premium"" dog foods do not have.<br /><br />In short, BilJac is a joke. It is basically, insanely overpriced Alpo, with no organic ingredients whatsoever, and uses all the shortcuts, filler, and chemistry that the cheapest dog foods on the market use. Don't be fooled by the old-fashioned appeal of the company's 60 years in business. There is nothing but modern chemistry in the bag, and all the folksy appeal will not make up for cheap, lousy ingredients. Calling this stuff premium dog food would be like calling a Kia a Mercedes. For nearly the same price as this overpriced Alpo, one could buy organic dog food, free of preservatives, corn, and cheap by-products!",1
"The salsa is incredible, but not for this price. One can order the same salsa from El Fenix's website for $29.50... less than HALF of the price offered here.",1
"Our ten year old doxie...Annie NEVER, that's right, NEVER would eat ANY dry food UNTIL....Harmony Farms Healthy & Holistic Chicken & Brown Rice Adult Dog Food that we bought from you! Every day we are in shock when she finishes each and every nugget of this dry dog food! Amazon...you are truly amazing and we are so grateful that we bought this 17.5 pound bag of Harmony Farms Dog food from you...we'll be ordering again and again from you as soon as we head towards the end of the current bag.  Wow! So happy about this...",5
"I've been giving these pork chomp knotz to my Shiba Inu puppy since he was just 3 or 4 months old. He is 11 months old now and these are by far his favorite thing to chew on. He's about 30 lbs and these 3-4"" knotz are perfect for his mouth size. I just got a 9 week old puppy and I've gotten him the mini knotz as well and he really enjoys chewing on these. It's perfect for teething pups and for older dogs as well. They love the taste as far as I can tell and always chew through the whole thing! Highly recommend!!",5
"My cats like it and I know the ingredients are healthy but I am switching back to PetGuard.  PetGuard has never had recalls and Natuarl Balance seems to have a lot (usually their dry foods with venison). Still, I am not taking chances with my two cats.  Other than the recall issue, the product is liked by my cats and the ingredients are healthy/ no by-products.",4
"This is the best coffee on the market, bar none.  My wife and I were introduced to it in San Diego in 1980 and were sold on its rich flavor from the first sip.  Can't get on the East Coast, except on the internet. Thank God for that!",5
"I would have given this a 5-star review in the past but my last shipment (October 2010) was extremely weak and didn't taste anything like it used to.  The k-cups didn't seem to have very much coffee in them.  They seemed very light when shaken as compared with the past.  I would also like to note that I have noticed this same problem on quite a few of the k-cups.  Also, they all taste very similar and not a good taste.  I had read that Green Mountain may have taken over some of the k-cup business for Timothy's, Caribou, etc. and maybe they have changed something.  For now, I will buy from BBB when they have a coupon and I can check the freshness code on the package.<br /><br />But, really I have gone back to using a french press which really doesn't take that long to make and has superior flavor.",2
"The product was received quickly.  The amount of the product expected was 2 lbs.  The contents are actually 1 lb. 12 oz.'s.  The sugar is very pretty and bakes well.  It comes in a resealable, heavy plastic bag.",4
I love them.  I wish they have the black currant only tubes.  That is what I remember from childhood,5
I chose this product as I am not crazy about chocolate flavoured products. This goes well with coffee and good if you are in a hurry. It keeps me full till lunch time. I worry about the fat content however. I probably would need an input from a dietician regarding that.,5
"My sampler pack arrived the day after I ordered it, so kudos for quick delivery! Although I bought the 35 cup sampler, there were only 33 cups in the box, so the people packaging should be more careful. I would have made a stink about it, but since it's a great deal I thought it wasn't worth the time to complain. None of my cups were damaged.<br /><br />On to the coffee: I received a nice sampling of coffees...I think I got at least one of every coffee shown in the picture. Many were doubles, which is fine by me, and I was pleased that there were 7 decaf cups included (including the half caf). I'm loving the medium roast coffees so far...we have found the light roasts to be a little on the weak side (especially the flavored coffees), and this is a great way to sample different kinds without committing to a whole box. I recommend this option if you are new to the K Cups or you're looking for something different to try.<br /><br />So, overall, we are happy with this purchase. I would have given it 5 stars if they had given me all 35 k cups!",4
"This is such a great dog food! I have 4 dogs who were soooo happy on the food bought through Trader Joe's. Fast forward 4 mos and we're living far from a TJ's. Thank God for Amazon! Food is delivered every 4 wks and happy,gas-free dogs rule the world. Always my 1st place to search for my favorite things.",5
"I took in a foster cat almost one year ago and have tried almost everything to rid him of diarrhea.  The vets were unable to diagnose any parasite or physical problems, and his behavior has always appeared happy and healthy.  The vets said it could be a food allergy, so I began trying different foods.  A couple of months ago, I bought SD Sensitive Stomach.  I had been reluctant because of the ingredients - I strive to avoid foods with ""meal"" of any kind - as well as the price ($40 for 15.5 lbs).  After a year, five other foods and several supplements, though, I was desperate.  Sensitive Stomach did the trick.  There was a noticeable difference within a few weeks, and the stools are completely normal now.  His weight gain has been constant regardless of food, so I do not attribute that to the Science Diet brand.<br /><br />The drawback is that my other two cats prefer this food to their original brand, so it's quite expensive for three cats.  The other two have not gained weight with this product, and their appetite does not appear to have increased at all.",3
"Unfortunately, we were very disappointed in this soup. I heated some and tasted it and threw it away. I will be donating the rest of the cans. Will not order this again.",1
"This is a new brand for me.  I prefer natural and organic products and am doing my best to do the same in my baking ingredients.  I am very happy with my results of using this lemon extract.  It is so hard to find larger bottles of lemon extract locally, and since I bake for my church regularly, it is more cost effective to buy larger bottles which, in the end, is cheaper than buying multiple small ones.  I will be ordering Cook's extracts again.",5
"I purchased this for my 15 year old cat who has health issues. Unfortunately, this cat decided after about 2 cans that she was not going to eat any more health food. She didn't eat the first cans very well even though I tried giving it in the morning when she's the hungriest and she licked a couple times and then followed me around meowing for something else. I finally gave up and gave it to the other cats. Two of the seven other cats will eat it but they leave the peas and anything else that is not mashed. So as far as I'm concerned it is great food, but the cats weren't impressed.",3
I switched to the 4 pack because the price is better but is out of stock more often. This is a nice alternative to tasteless bread and peanut butter,4
I love this jam! It does not taste sugar free. I no longer eat any other jam. I served this jam to my family and they had no idea it was sugar free.,5
"I am a fan of this brand, but was extremely disappointed when I tried the Bunny Graham Friends. I noticed immediately upon opening the brand new box that there was a strange odor. I proceeded to open the metallic bag, and almost instantly correlated the smell with that of a mylar balloon (those metallic helium balloons). Sadly, the graham snacks were impregnated with the smell and taste as well. I'm all for ""green"" packaging and such, and realize the hidden dangers of plastic packaging, but surely there is another way to package these without ruining the flavor or earth. I will, however, continue to buy the macaroni and other products from this line, but I will never waste my money on this item again.",1
"I use this to calm my generally overactive system, deal with stress and sleep better, and it's not unpleasant. It's sweetened with Stevia, which I prefer to any other sweetener. One star off: it's horribly SWEET!! Most American-made sweet goods are sweet to such a degree that sometimes it's hard to detect any other taste, but even by those standards this stuff is incredibly oversweetened. I'll use it, but I wish there were another, less sweet and more natural flavor available. How about, say, mango or grape...?",4
"I thought this was a fabulous product for the price.  Great in salads, great on meat and vegetables . Well worth buying for your own pantry and would make a good gift as well.",4
"My pug is, perhaps, too spoiled when it comes to treats. I ordered the chicken and the beef and gave her the chicken first. She turned her nose away. I chopped it and added gravy. She ate the gravy. So I cannot attest to the effectiveness of the product.",2
"Yes, you read correctly! I was in PetSmart today, and I was looking for some all-natural cat treats, and ended up talking to a Blue Buffalo rep. She let me in on a little secret. Blue Buffalo doesn't sell cat treats, per se, but she said she'd been feeding her cats these treats, and they gobble them up! Well, I took her advice and grabbed a bag of them. I had my cat try them when I got home, and sure enough, she loved them! Hooray for Blue Buffalo. I have been converted! :)",5
"I liked that once I switched my baby from Enfamil to Earth's Best that my baby seemed more content and a lot less gassy.  However, after using for a month, I noticed that my baby throws up a lot.  Not sure if it is the formula, but I am going to try Nestle/Gerber's new probiotic formula and see if she responds better.  I'll report back!",3
used many brands over the years; this is BY FAR THE BEST I've ever used.  All good ingredients - you'll love it too.,5
"I love drinking Zico's coconut water.  In camparison to all others, I find ZICO's is the closest to fresh coconut water speaking from experience as I'm from an Island which frequently have coconut water as a beverage.  HOWEVER, their packaging certainly makes a difference DO NOT purchase ZICO's coconut water packaged in a plastic bottle as that's the taste you'll experience ""PLASTIC"".  ZICO's carton packing is much, much better!!!  ENJOY",2
The Cheddar Popchips are my favorite flavor. They are addictive. Glad they are a healthy option. We always have a case on hand of one or more flavors.,5
"I absolutely LOVE popchips!  So far, I have tried the plain (really don't like these - no flavor at all), BBQ (very nice, rather sweet - I do like these) and Salt & Pepper (by FAR my favorite).  The Salt & Pepper are VERY peppery.  More Pepper than Salt, but I really enjoy the savory bite these have.  I really enjoy the texture of these as well.  Of course I really enjoy rice cakes as well and these are similar in taste ""weight"" but the texture is more like maybe a thick (yet still light) Munchos, or maybe like a flattened out pork rind.  Like I said however, these are not for everyone.  My husband really doesn't like them much.  So far he only sort-of likes the Salt & Pepper.  I would suggest going on PopChips website and see where they are sold locally, around me they are sold at Target Stores.",5
"These almonds which only are described as ""Dry Roasted"" are covered in a crusty sweet garlic/MSG flavor and are DISGUSTING.  Watch out these are not just plain dry roasted almonds!!!",1
I am very upset.  This product was listed as able to use in a Tassimo.  I opened it and it cannot be used in my machine and according to the information I cannot return because it has been opened!!,1
"I'm a professionally trained pastry chef, and I have to say I was blown away at the high quality of the product. I'm usually averse to using mixes, but the Cherrybrook Kitchen products do a great job at balancing exceptional flavor with non-dairy ingredients.<br /><br />I've baked out the chocolate cake, yellow cake and brownie mixes several times and they always come out as expected. The frosting mixes are also exceptional and offer room for modulating the ingredients if you prefer to use butter/margarine blends for richness - not vegan, I know, but the flavor isn't lost either way.<br /><br />The sugar content is low, which helps to keep the calorie count down on these cakes - for those dieting, or watching their sugar intake. Overall, I highly recommend these cake and frosting mixes.<br /><br />A note about baking:  home ovens vary in temperature for a variety of reasons. If you suspect that your oven temps are not what they should be, invest in an oven thermometer to make sure you are heating to the proper temps. These mixes absolutely perform as the written instructions provide, but you need to make sure you preheat and reach the correct temperatures, and then maintain them by not opening the oven door constantly.",5
"I have candida and if you have it or know what it is, then you know what I'm talking about. This pasta made from Quinioa is fabulous! I'ts way better that rice pasta because it doesn't get mushy, but don't over cook it either. Six to seven minutes max.  Good luck and enjoy.",5
"We've been drinking this tea for about 2 years.  It has a very mild taste--much like regular Lipton tea bags.  When I make Iced tea, I use 2 bags of this and 4 bags of Lipton for 6 quarts of water.  Makes delicious tea.  The herbalist told me it is very healthy to drink--has iron as well.  My kids love it too-as hot tea or iced tea.  This is not a raspberry flavored tea.  It is from the leaves, so you'll need to look elsewhere if you are looking for flavored tea. I like that there are no strings to deal with--or individual wrappers to peel off, just throw the whole bag in.",5
"This lemon-flavored herbal tea surpasses all similar teas of other brands, and I tried them all.  From obscure, expensive boutique teas to grocery store teas.  I am so afraid that Lipton will stop making it.  My favorite products always have a habit of being discontinued, for some reason.  We used to be able to get it in any grocery store, but gradually the tea became harder to find, and currently, it's only available on line.  This tea is full-bodied, fragrant, light, lemony, but not ""herby, or grassy or with hay overtones"".  I drink it day and night, summer and winter, hot or cold, with no additional sweeteners.  It's perfect the way it is.",5
"The Coffee  tastes great, but in ever box, there are at least one or two K-Cups that are defective; specifically, the the coffee grounds leak out into the coffee.",3
"not really sure how i can review a product i can't taste, so i'll go by my cats reaction to this. i have 2 good eaters and one fusspot!. well, now miss fusspot jumps on the counter while i'm opening the cans and i have to feed her first! she has turned into a total pig!. i'm hooked on the stuff. I order several different flavors to give them some variety. I will also say that when I adopted my fatty 21 pounder, i tried for years to get him to lose weight. Recently the vet told me he lost 5 pounds! (that's like 50 pounds in humans) and I will honestly say the pounds didn't come off until I started feeding him this stuff. I gave him high quality dry food, pure tuna (pet food) from TJs and nothing worked. until this.<br />And the price is right! I'm hooked.",5
I am an American blessed to be able to go to Belgium on occasion to get REAL chocolate. This is some of that and it is great to be able to get it in America. It is ground finer and has less fats and wax than American chocolate. I would rather have this than Godiva. Great stuff!,5
More jerky that is made in China. Unknowing owners are feeding this potential killer to their loved pets. Please research dog treats you feed your pets before you end up heartbroken and with high vet bills.,1
so so so good that im never ever gonna buy any other cup noodle soup but NONG SHIM. best cup noodle soup i have ever had,5
"Ghirardelli makes the best brownie mix ever!<br />With real chocolate taste & richness like you made them from scrtach.<br /><br />We came across the Ghirardelli six pack at Costco.<br />Since then it's been a staple of our food pantry.<br />Our family agrees this is instant, ole' fashioned baking.<br /><br />When you make two packs at a time in a 9 x 13 pan<br />the brownies are thick and yummy, sometimes a little gooey.<br />For moist, but not gooey brownies, bake a little longer<br />or only bake one batch in a pan.<br /><br />We add extra pecans, and think that makes them even better.<br />This has been a big hit at family gatherings for the last several years.<br /><br />What more can you say about something that's easy and satisfying.<br />Ghirardelli makes high quality chocolate, and this is a high quality brownie.",5
Tried the Beta Sitosterol for a month and it had no effect whatsoever on nocturia. The claims are greatly exaggerated.,1
"This is a big disappointment.  Suddenly the formula changes - for the worse.  I have canceled my formerly wonderful ""Subscribe & Save"" Amazon subscription.  Might as well buy Cap'n Crunch or Frosted Flakes.  ""Now Tastes Even Better!"" the company says.  Well, it depends on who's doing the tasting! It is now far too sweet, as well as being significantly less healthy - look at the increase in calories and sodium.  What a pity.  Farewell, Special K Protein Plus, old style.  It was nice knowing and eating you.",1
"We all love it. I have a ""Man Cave"" in my basement with a popcorn machine. All my friends and family love the popcorn I pop. I now use nothing but Great Northern. I also have a small machine in the main area of our house and use nothing but Great Northern in it as well. Great taste, very tasteful seasonings, includes the seasonings and oil. We love it!",5
"This is the best tasting popcorn we've found for our stand popcorn popper.  We've tried a few others and this tastes the closest to movie theater type.  It pops well and tastes wonderful!  Works well on the stove top, in the counter stir-type popper and also in the popcorn cart type popper.  Highly recommend!  Glad we found it, plus the price is great!",5
This popcorn tastes just like the popcorn at the movies. It's easy and convenient to fix has just the right amount of salt.,5
"I love the taste of this herbal tea, but twice now I noticed I have a rasping (breathing discomfort) that may or may not be triggered by it. I bought 4 boxes after trying a sampler but now I'm starting to think I may have a food sensitivity to one of the licorice spice ingredients. Damn shame, but I wanted to put it out there in case I wasn't the only one.",3
"always great with shredded wheat or all by itself with almond milk. I buy several types, always Bobs ... quality reflects in the taste.",4
"If you like honey as much as I do, then you know that when you need a quick sweetness fix, you can just pop the top on the honey and have a taste. That's not so convenient when you're in the middle of Macy's, riding the subway, or suffering through a long, boring lecture. Honees to the rescue!<br /><br />What are Honees? I'm glad you asked. Honees are way at the top of my list of sweet rewards, the treats I have because I deserve them. They are little brick-shaped hard candies, golden in color, with a center of pure, liquid honey. The hard candy shell tastes like honey, but the payoff is when it melts, delivering that pleasing burst of sweetness. So delightful, they move me to poetry (I love Honees, yes I do; if you love honey, you'll love them, too. Okay, I get it, enough with the poetry).<br /><br />Honees are not available everywhere, but they are available to everyone in the forty-eight contiguous states through Amazon.com, my go-to source of hard-to-find groceries.  Manufactured in Italy by G. B. Ambrosoli, they are imported to the United States by Andre Prost, Inc.  Each luscious piece contains only twenty calories of unadulterated yumminess. There are nine individually wrapped pieces in each ""bar,"" twenty-four bars per box. Besides the allure of their flavor, Honees are a lot more manageable than a pot of honey in your pocket.",5
A healthy treat that is hard to find in stores.  I cant give my dog anything Chicken (allergic) and found the Sweet Potato glucosamine treats here on Amazon at a great price too. My Lab absolutely loves them and the glucosamine is good for his hips.,5
"These are fantastic - very hard to stick to the ""4 cookies"" serving size!  It's nice to have a treat that doesn't taste gluten-free!",5
My boys and I love these cookies!  These are some of my favorite gluten free cookies...I couldn't stop snitching them from my kids (they are the ones with Celiac).  The packaging makes them perfect for snacking.,5
"I actually bought these at a local natural/health food market. They were insanely expensive and I wish I would have tried amazon first! Still, I LOVE these cookies, I got the EXTREME chocolate mini cookies and they're delicious! Even my kids like them and they can be fairly picky. They're loving getting to try all of my ""new gluten-free things!"", and I may be moving them gluten-free as well.<br /><br />These cookies have a wonderful flavor, texture, and crunch. I find myself happy with just 2-4 of them, instead of just wanting to devour the entire package considering the small size of the cookies. Size wise they remind me of the chocolate chip cookies you can get in that mixed pack of grandma cookies? I think that's what they are, they have the frosted animal cookies, and those chocolate chip ones. Anyway, they're smaller cookies, good flavor, good crunch, gluten-free and great price here at amazon. What more can you really ask for anymore? ;)",5
"I was surprised how large the tub actually was. The coconut oil is in a crisco consistency, but when I bake something with it, I just smear it on the pan, and when I fry something with it, I just drop it in the pan like I would butter. It smells incredible! After cooking with it, I could smell it on me for a few hours after and loved it. I use lots of it when I make coconut chicken, shrimp, etc. I use it to sautee my vegetables too. The coconut taste is not overwhelming, so substituting this healthy option for your regular cooking oil will not ""ruin"" your dishes or significantly change the taste of your food. I will purchase again.",5
I use this as a body lotion as well as in lip balm that I make.  It is consistently a good product.,5
"I got this coconut oil for my baby's diaper rash because we use cloth diapers. I don't think it has been terribly effective for its intended purpose, as it doesn't really clear up the rash quickly. Also, it's very liquidy in even slightly warmer temperatures and tends to make a mess everywhere as it spreads upon contact with body heat.<br /><br />However, it smells very good, and I've used it in the kitchen for cooking as well.",3
"Me and the missus went through this pretty quick... It's sweet, peppery, tasty.<br /><br />This was enough to satisfy my craving for jerky for awhile... I think the sugar, salt, and MSG are the main turn-offs for me although I do realize some of this may be required for jerky.<br /><br />It's almost like I want either a more wholesome jerky snack or a straight-up rod of faux-meat.<br /><br />Still, this is worth checking out to see if it's your thing.",4
"Chocolate cherry kind bars are yummy, and one of the lower calorie kind bars. I order by subscribe and save and I had to increase the frequency.  A real treat - love em!<br />Reviews are misleading.  I can tell that a lot of the reviews are for other flavors of kind bars, not cherry chocolate.  No one would say they are peanutty!  They are chocolaty and chewy and cherry-ie and delightful.",5
"Tastes great and satisfies my hunger. I am currently on a fitness diet and I don't feel guilty when I am eating one of these.  Since there are no ""melty"" ingredients, it stays in tact in hot cars, at beaches etc which is an added bonus.  I took a star off because the calorie count is a bit high, but I chalk that up to the great taste and the fact that it fills you up.",4
"i have enjoyed this product for quite some time.  however, i am disgusted by the fact that the price keeps increasing!  at $35 per case, customers are paying more than $4 per box for 5 small cookie bars - ridiculous!  i will find a healthier, more reasonably priced snack to munch on. shame on nana and amazon. . .",1
"these are not fresh sour cherry. they are some kind of candy, hard, not even sour or sweet. why they call it ""harvest cherry sours"" only they know. very disappointed. I want it to return (pack of 8 ?? of candies) but I cannot because of the return policy for groceries.<br /><br />I will not recommend this product to anybody. <a href=""http://www.amazon.com/gp/product/B003IMV6CI"">Hickory Harvest Cherry Sours, 14-Ounce Tubs (Pack of 8)</a>",1
"Almost every breakfast/snack bar is plastered with claims that it's ""satisfying"" and ""nutritious.""  Ironically, the exact opposite is usually the case:  the bar amounts to a couple of bites of chemical-laden chalk comprised of over-processed protein isolate and corn syrup.  These KIND bars are one of the only available bars on the market that actually ARE delicious, nutritious, and filling.<br /><br />I'm a chocolate and peanut butter fiend, and before I discovered KIND bars, I had abandoned my years-long quest for a bar that contained chocolate and peanut butter without being a glorified candy bar devoid of nutritive value.  I have one almost every day for breakfast, and for hours afterward I feel both satisfied and energetic, in contrast to the jittery 30-minute sugar rush followed by a swift crash provided by other brands.",5
"It's a nice snack with salsa when I'm watching tv.  Just kidding, the cats seem to like it. I'm supposed to write more words so I can submit this review. That should do it.",5
"This gum rocks because it helps keep my energy level up at work where pop & other caffeine beverages are not allowed in the production area. The ""jolt"" of energy it gives me lasts a good amount of time.",5
"Eaten alone these flavored almonds are a bit overpowering (pretty tart, but I love 'em). However, if you put them in a large container with other flavored nuts, such as lime 'n chili, along with raw almonds, cashews, walnuts whatever, the spices are spread among all the other nuts. A great snack. It was also cheaper and easier to get them through Amazon than to run all over town trying to find a store that carries the flavors I want.",5
"Ive been on the hunt for a great caramel sauce for coffee. Lattes, frapps, etc., made here at home.  THIS is not for that. Odd taste (pure ingrediants) so its not that, I've had some amazing tasting pure ingredient caramels.My first thought was it had gone bad. My family doesnt think so. They too didn't care for the taste.<br /><br />Must  be refrigerated after opening which makes it a thick, unsqueezable mess. I imagine you have to spoon some into a dish and lightly microwave or use saucepan in order for it to have a ""sauce"" like consistency. Definitely NOT what I was looking for....whether for a coffee drink, or sauce on ice cream or cheesecake.<br /><br />Back to the drawing board ....",2
"My yorkie has severe alergies. He tears alot and is constantly scratching. We had him on Wellness Super5 for Small breeds but his condition didn't improve until we switched him to California Naturals rice and lamb small bites. He is tearing and scratching a lot less now and we only had him on the food for a week! I truly think it's the limited ingredients contained in his new food. Also, my yorkie is very very finicky but he inhales it like there's no tomorrow.",5
He loves them so much he'll sit-up and rollover for them.  5 per day and the vet says he has beautiful teeth.,5
"Hometown Favorites 1940's Nostalgic Candy Gift Box, Retro 40's Candy. It was a Christmas present, we all enjoyed remembering and trying the candy. You best like black licorice, as you won't find many modern candy flavors.",5
"This is like a fine cake batter. I think you need to have the correct type of recipes to use this product. To just subsitute this flour for regular cake flour made my cookies pretty flat. THere must be something either I am missing, or I need the right recipes to go with this type of flour. It is a great idea to make something gluten free...just needs more directions or recipes to go with it.",3
